Pokemon_ID,Name,Type,HP,Attack,Defense,Speed,Legendary
562,Yamask,Ghost,38,30,85,30,False
563,Cofagrigus,Ghost,58,50,145,30,False
564,Tirtouga,Water,54,78,103,22,False
565,Carracosta,Water,74,108,133,32,False
566,Archen,Rock,55,112,45,70,False
567,Archeops,Rock,75,140,65,110,False
568,Trubbish,Poison,50,50,62,65,False
569,Garbodor,Poison,80,95,82,75,False
570,Zorua,Dark,40,65,40,65,False
571,Zoroark,Dark,60,105,60,105,False
572,Minccino,Normal,55,50,40,75,False
573,Cinccino,Normal,75,95,60,115,False
574,Gothita,Psychic,45,30,50,45,False
575,Gothorita,Psychic,60,45,70,55,False
576,Gothitelle,Psychic,70,55,95,65,False
577,Solosis,Psychic,45,30,40,20,False
578,Duosion,Psychic,65,40,50,30,False
579,Reuniclus,Psychic,110,65,75,30,False
580,Ducklett,Water,62,44,50,55,False
581,Swanna,Water,75,87,63,98,False
582,Vanillite,Ice,36,50,50,44,False
583,Vanillish,Ice,51,65,65,59,False
584,Vanilluxe,Ice,71,95,85,79,False
585,Deerling,Normal,60,60,50,75,False
586,Sawsbuck,Normal,80,100,70,95,False
587,Emolga,Electric,55,75,60,103,False
588,Karrablast,Bug,50,75,45,60,False
589,Escavalier,Bug,70,135,105,20,False
590,Foongus,Grass,69,55,45,15,False
591,Amoonguss,Grass,114,85,70,30,False
592,Frillish,Water,55,40,50,40,False
593,Jellicent,Water,100,60,70,60,False
594,Alomomola,Water,165,75,80,65,False
595,Joltik,Bug,50,47,50,65,False
596,Galvantula,Bug,70,77,60,108,False
597,Ferroseed,Grass,44,50,91,10,False
598,Ferrothorn,Grass,74,94,131,20,False
599,Klink,Steel,40,55,70,30,False
600,Klang,Steel,60,80,95,50,False
601,Klinklang,Steel,60,100,115,90,False
602,Tynamo,Electric,35,55,40,60,False
603,Eelektrik,Electric,65,85,70,40,False
604,Eelektross,Electric,85,115,80,50,False
605,Elgyem,Psychic,55,55,55,30,False
606,Beheeyem,Psychic,75,75,75,40,False
607,Litwick,Ghost,50,30,55,20,False
608,Lampent,Ghost,60,40,60,55,False
609,Chandelure,Ghost,60,55,90,80,False
610,Axew,Dragon,46,87,60,57,False
611,Fraxure,Dragon,66,117,70,67,False
612,Haxorus,Dragon,76,147,90,97,False
613,Cubchoo,Ice,55,70,40,40,False
614,Beartic,Ice,95,110,80,50,False
615,Cryogonal,Ice,70,50,30,105,False
616,Shelmet,Bug,50,40,85,25,False
617,Accelgor,Bug,80,70,40,145,False
618,Stunfisk,Ground,109,66,84,32,False
619,Mienfoo,Fighting,45,85,50,65,False
620,Mienshao,Fighting,65,125,60,105,False
621,Druddigon,Dragon,77,120,90,48,False
622,Golett,Ground,59,74,50,35,False
623,Golurk,Ground,89,124,80,55,False
624,Pawniard,Dark,45,85,70,60,False
625,Bisharp,Dark,65,125,100,70,False
626,Bouffalant,Normal,95,110,95,55,False
627,Rufflet,Normal,70,83,50,60,False
628,Braviary,Normal,100,123,75,80,False
629,Vullaby,Dark,70,55,75,60,False
630,Mandibuzz,Dark,110,65,105,80,False
631,Heatmor,Fire,85,97,66,65,False
632,Durant,Bug,58,109,112,109,False
633,Deino,Dark,52,65,50,38,False
634,Zweilous,Dark,72,85,70,58,False
635,Hydreigon,Dark,92,105,90,98,False
636,Larvesta,Bug,55,85,55,60,False
637,Volcarona,Bug,85,60,65,100,False
638,Cobalion,Steel,91,90,129,108,True
639,Terrakion,Rock,91,129,90,108,True
640,Virizion,Grass,91,90,72,108,True
641,TornadusIncarnate Forme,Flying,79,115,70,111,True
641,TornadusTherian Forme,Flying,79,100,80,121,True
642,ThundurusIncarnate Forme,Electric,79,115,70,111,True
642,ThundurusTherian Forme,Electric,79,105,70,101,True
643,Reshiram,Dragon,100,120,100,90,True
644,Zekrom,Dragon,100,150,120,90,True
645,LandorusIncarnate Forme,Ground,89,125,90,101,True
645,LandorusTherian Forme,Ground,89,145,90,91,True
646,Kyurem,Dragon,125,130,90,95,True
646,KyuremBlack Kyurem,Dragon,125,170,100,95,True
646,KyuremWhite Kyurem,Dragon,125,120,90,95,True
647,KeldeoOrdinary Forme,Water,91,72,90,108,False
647,KeldeoResolute Forme,Water,91,72,90,108,False
648,MeloettaAria Forme,Normal,100,77,77,90,False
648,MeloettaPirouette Forme,Normal,100,128,90,128,False
649,Genesect,Bug,71,120,95,99,False
650,Chespin,Grass,56,61,65,38,False
651,Quilladin,Grass,61,78,95,57,False
652,Chesnaught,Grass,88,107,122,64,False
653,Fennekin,Fire,40,45,40,60,False
654,Braixen,Fire,59,59,58,73,False
655,Delphox,Fire,75,69,72,104,False
656,Froakie,Water,41,56,40,71,False
657,Frogadier,Water,54,63,52,97,False
658,Greninja,Water,72,95,67,122,False
659,Bunnelby,Normal,38,36,38,57,False
660,Diggersby,Normal,85,56,77,78,False
661,Fletchling,Normal,45,50,43,62,False
662,Fletchinder,Fire,62,73,55,84,False
663,Talonflame,Fire,78,81,71,126,False
664,Scatterbug,Bug,38,35,40,35,False
665,Spewpa,Bug,45,22,60,29,False
666,Vivillon,Bug,80,52,50,89,False
667,Litleo,Fire,62,50,58,72,False
668,Pyroar,Fire,86,68,72,106,False
669,Flabébé,Fairy,44,38,39,42,False
670,Floette,Fairy,54,45,47,52,False
671,Florges,Fairy,78,65,68,75,False
672,Skiddo,Grass,66,65,48,52,False
673,Gogoat,Grass,123,100,62,68,False
674,Pancham,Fighting,67,82,62,43,False
675,Pangoro,Fighting,95,124,78,58,False
676,Furfrou,Normal,75,80,60,102,False
677,Espurr,Psychic,62,48,54,68,False
678,MeowsticMale,Psychic,74,48,76,104,False
678,MeowsticFemale,Psychic,74,48,76,104,False
679,Honedge,Steel,45,80,100,28,False
680,Doublade,Steel,59,110,150,35,False
681,AegislashBlade Forme,Steel,60,150,50,60,False
681,AegislashShield Forme,Steel,60,50,150,60,False
682,Spritzee,Fairy,78,52,60,23,False
683,Aromatisse,Fairy,101,72,72,29,False
684,Swirlix,Fairy,62,48,66,49,False
685,Slurpuff,Fairy,82,80,86,72,False
686,Inkay,Dark,53,54,53,45,False
687,Malamar,Dark,86,92,88,73,False
688,Binacle,Rock,42,52,67,50,False
689,Barbaracle,Rock,72,105,115,68,False
690,Skrelp,Poison,50,60,60,30,False
691,Dragalge,Poison,65,75,90,44,False
692,Clauncher,Water,50,53,62,44,False
693,Clawitzer,Water,71,73,88,59,False
694,Helioptile,Electric,44,38,33,70,False
695,Heliolisk,Electric,62,55,52,109,False
696,Tyrunt,Rock,58,89,77,48,False
697,Tyrantrum,Rock,82,121,119,71,False
698,Amaura,Rock,77,59,50,46,False
699,Aurorus,Rock,123,77,72,58,False
700,Sylveon,Fairy,95,65,65,60,False
701,Hawlucha,Fighting,78,92,75,118,False
702,Dedenne,Electric,67,58,57,101,False
703,Carbink,Rock,50,50,150,50,False
704,Goomy,Dragon,45,50,35,40,False
705,Sliggoo,Dragon,68,75,53,60,False
706,Goodra,Dragon,90,100,70,80,False
707,Klefki,Steel,57,80,91,75,False
708,Phantump,Ghost,43,70,48,38,False
709,Trevenant,Ghost,85,110,76,56,False
710,PumpkabooAverage Size,Ghost,49,66,70,51,False
710,PumpkabooSmall Size,Ghost,44,66,70,56,False
710,PumpkabooLarge Size,Ghost,54,66,70,46,False
710,PumpkabooSuper Size,Ghost,59,66,70,41,False
711,GourgeistAverage Size,Ghost,65,90,122,84,False
711,GourgeistSmall Size,Ghost,55,85,122,99,False
711,GourgeistLarge Size,Ghost,75,95,122,69,False
711,GourgeistSuper Size,Ghost,85,100,122,54,False
712,Bergmite,Ice,55,69,85,28,False
713,Avalugg,Ice,95,117,184,28,False
714,Noibat,Flying,40,30,35,55,False
715,Noivern,Flying,85,70,80,123,False
716,Xerneas,Fairy,126,131,95,99,True
717,Yveltal,Dark,126,131,95,99,True
718,Zygarde50% Forme,Dragon,108,100,121,95,True
719,Diancie,Rock,50,100,150,50,True
719,DiancieMega Diancie,Rock,50,160,110,110,True
720,HoopaHoopa Confined,Psychic,80,110,60,70,True
720,HoopaHoopa Unbound,Psychic,80,160,60,80,True
721,Volcanion,Fire,80,110,120,70,True
