country|points|price
Chile|86|7.0
US|85|35.0
Spain|89|25.0
France|84|8.0
US|87|35.0
US|89|50.0
Italy|94|75.0
France|93|
Argentina|86|19.0
US|84|18.0
Italy|91|
Italy|87|20.0
France|89|17.0
Germany|86|23.0
India|90|12.0
Italy|85|16.0
US|89|14.0
France|85|12.0
Italy|85|
France|87|
Spain|94|48.0
New Zealand|85|
Chile|85|16.0
US|85|14.0
US|83|18.0
Italy|85|18.0
Italy|89|42.0
US|87|50.0
Argentina|84|28.0
US|91|45.0
US|86|40.0
New Zealand|89|32.0
Italy|86|14.0
Italy|88|26.0
US|90|28.0
Chile|87|12.0
Italy|92|
US|87|50.0
Italy|89|19.0
US|82|12.0
France|87|23.0
US|88|13.0
Spain|87|6.0
France|87|17.0
US|90|45.0
Argentina|85|10.0
France|88|17.0
US|88|18.0
France|84|19.0
Spain|80|11.0
US|88|70.0
US|90|15.0
US|87|48.0
France|89|
US|87|25.0
France|87|13.0
US|87|8.0
US|88|35.0
US|91|38.0
US|85|40.0
Chile|89|30.0
New Zealand|90|45.0
US|88|80.0
US|89|35.0
France|90|65.0
New Zealand|86|20.0
Italy|90|
Italy|86|11.0
US|86|30.0
Italy|88|
France|92|
US|84|24.0
Italy|87|
US|87|16.0
Italy|84|20.0
Argentina|87|20.0
Australia|93|110.0
New Zealand|91|45.0
US|85|25.0
Germany|89|19.0
US|90|65.0
US|92|48.0
US|91|20.0
France|86|18.0
Italy|90|105.0
US|87|25.0
Portugal|86|11.0
US|87|11.0
New Zealand|89|17.0
Italy|87|17.0
US|86|27.0
US|82|12.0
US|86|35.0
Hungary|84|12.0
Italy|89|20.0
Israel|88|24.0
US|93|58.0
US|88|29.0
US|92|20.0
US|89|28.0
Italy|87|15.0
US|89|28.0
Chile|88|35.0
Chile|88|80.0
US|90|35.0
Australia|89|85.0
Spain|83|10.0
US|90|18.0
US|87|20.0
US|90|25.0
Portugal|86|85.0
France|91|22.0
Argentina|90|167.0
US|87|14.0
France|89|
Italy|91|110.0
Italy|91|45.0
France|87|22.0
US|80|20.0
US|84|10.0
Germany|90|75.0
France|88|
Italy|90|29.0
France|93|
US|86|23.0
Italy|91|32.0
France|93|85.0
France|90|23.0
US|86|15.0
France|91|
Australia|90|14.0
New Zealand|90|
France|87|17.0
US|83|12.0
France|95|
US|85|22.0
US|91|31.0
Austria|92|15.0
Italy|86|25.0
France|87|35.0
Spain|84|10.0
Italy|90|35.0
Italy|92|45.0
US|93|14.0
Spain|82|10.0
US|86|13.0
Austria|95|
US|92|35.0
US|84|23.0
France|90|
France|87|31.0
US|91|48.0
New Zealand|90|19.0
US|93|60.0
Portugal|89|14.0
Italy|86|13.0
US|92|34.0
US|87|35.0
US|85|16.0
US|88|22.0
US|83|25.0
US|87|32.0
Italy|85|10.0
South Africa|87|25.0
Germany|87|13.0
Austria|88|36.0
Italy|89|73.0
Italy|89|55.0
Italy|92|145.0
US|83|24.0
US|88|32.0
France|95|
Italy|89|69.0
US|90|50.0
Italy|91|40.0
Portugal|87|50.0
Australia|88|30.0
US|87|36.0
US|86|16.0
US|88|35.0
US|86|90.0
US|85|18.0
US|84|20.0
New Zealand|85|14.0
Austria|92|52.0
Portugal|83|16.0
Spain|85|15.0
France|90|
US|91|28.0
US|92|40.0
US|85|27.0
US|82|16.0
Spain|86|18.0
Chile|90|25.0
Italy|92|19.0
New Zealand|90|23.0
Italy|92|66.0
US|88|30.0
Argentina|88|15.0
France|88|9.0
Chile|84|7.0
US|87|16.0
US|86|58.0
US|84|25.0
Italy|85|15.0
Italy|93|60.0
Argentina|89|25.0
Italy|91|60.0
US|87|40.0
Italy|90|75.0
Argentina|88|11.0
US|92|40.0
Italy|88|38.0
France|86|15.0
South Africa|87|10.0
US|92|85.0
France|90|20.0
Germany|86|5.0
US|90|30.0
France|89|14.0
US|86|12.0
US|88|28.0
France|84|8.0
US|97|78.0
Portugal|91|12.0
Italy|86|
Italy|87|
US|86|12.0
Chile|87|12.0
US|84|11.0
US|84|32.0
US|91|42.0
Argentina|82|8.0
US|86|16.0
Argentina|92|75.0
US|86|17.0
France|91|
Germany|88|21.0
US|88|15.0
Chile|87|40.0
Italy|87|30.0
Austria|94|40.0
Portugal|83|12.0
US|85|15.0
US|87|28.0
Israel|86|16.0
US|88|23.0
France|94|
US|87|28.0
US|90|30.0
US|90|30.0
France|86|
US|87|25.0
France|85|25.0
Italy|91|20.0
Hungary|83|20.0
Italy|87|
US|96|175.0
US|87|39.0
US|91|50.0
US|82|14.0
Israel|80|19.0
Italy|87|20.0
US|93|50.0
US|88|20.0
US|93|50.0
France|88|51.0
US|89|39.0
US|82|8.0
Argentina|85|55.0
US|88|17.0
US|90|100.0
US|87|16.0
US|93|50.0
France|97|288.0
US|88|79.0
Chile|88|20.0
US|86|18.0
US|87|18.0
Argentina|86|19.0
Portugal|87|13.0
France|92|35.0
Spain|85|43.0
Austria|89|16.0
US|89|25.0
France|93|
France|87|24.0
Austria|92|60.0
Argentina|83|12.0
US|87|36.0
US|92|38.0
US|84|10.0
US|87|15.0
US|90|49.0
Germany|88|24.0
US|88|20.0
New Zealand|87|11.0
US|91|25.0
France|85|17.0
US|92|80.0
France|99|450.0
Italy|93|42.0
France|91|31.0
US|83|10.0
US|93|100.0
US|89|85.0
US|82|27.0
US|83|25.0
US|93|35.0
US|88|30.0
Argentina|85|12.0
France|92|35.0
Italy|92|75.0
France|84|23.0
US|91|71.0
US|89|35.0
Chile|82|12.0
India|82|20.0
US|82|10.0
US|89|18.0
Spain|88|38.0
US|96|125.0
US|88|28.0
France|89|
France|85|
US|94|36.0
Italy|86|
US|81|18.0
US|83|22.0
Italy|91|35.0
France|93|150.0
US|95|56.0
US|90|18.0
New Zealand|89|30.0
US|84|18.0
Portugal|83|7.0
France|86|
New Zealand|90|17.0
US|80|17.0
US|88|24.0
Italy|90|80.0
France|85|22.0
France|90|
Italy|88|16.0
Spain|84|22.0
US|84|18.0
South Africa|92|35.0
US|93|30.0
Spain|89|16.0
US|92|29.0
Australia|90|25.0
US|87|25.0
Italy|84|28.0
Australia|91|70.0
Italy|84|8.0
Italy|87|25.0
Israel|90|20.0
US|87|17.0
Italy|89|44.0
France|86|12.0
Italy|89|30.0
Chile|83|17.0
US|86|15.0
France|92|19.0
Australia|87|15.0
US|91|50.0
US|86|14.0
Spain|92|45.0
US|88|15.0
US|90|10.0
Australia|85|10.0
France|86|10.0
Austria|93|71.0
Italy|87|
New Zealand|90|20.0
Spain|87|8.0
Italy|94|125.0
US|90|30.0
US|83|20.0
US|88|24.0
France|89|13.0
US|91|34.0
Spain|82|15.0
US|85|35.0
Slovenia|88|27.0
US|88|11.0
France|84|22.0
US|81|20.0
Austria|87|15.0
US|87|55.0
New Zealand|90|24.0
Italy|92|48.0
Spain|87|12.0
Germany|91|32.0
Australia|91|66.0
US|85|38.0
Italy|91|45.0
US|93|65.0
New Zealand|87|16.0
US|89|50.0
US|88|15.0
US|84|32.0
US|88|16.0
Spain|85|16.0
Germany|90|23.0
France|85|35.0
Chile|93|95.0
Italy|91|75.0
Austria|89|
Spain|86|14.0
Argentina|85|40.0
Israel|90|20.0
Chile|87|17.0
Germany|86|18.0
US|82|18.0
Chile|86|9.0
Australia|86|10.0
France|87|78.0
Spain|85|8.0
Italy|91|74.0
Austria|86|15.0
Argentina|87|13.0
Australia|88|75.0
US|82|17.0
US|84|14.0
Italy|90|74.0
Portugal|89|20.0
Chile|89|15.0
Italy|90|30.0
Argentina|83|13.0
Argentina|86|17.0
Argentina|83|10.0
Germany|84|20.0
US|88|14.0
Austria|84|22.0
US|92|47.0
US|82|16.0
Italy|87|20.0
France|85|
US|86|12.0
US|85|28.0
US|84|11.0
US|90|30.0
Italy|89|22.0
US|87|48.0
New Zealand|90|
US|88|40.0
France|94|38.0
Germany|83|12.0
Austria|91|42.0
France|91|20.0
France|96|360.0
US|88|12.0
Portugal|85|
US|85|40.0
France|91|
US|84|18.0
US|90|26.0
Italy|85|13.0
US|91|17.0
US|86|60.0
France|85|8.0
Italy|90|
Italy|87|
US|87|20.0
US|87|23.0
US|87|29.0
US|90|50.0
US|91|28.0
Argentina|87|10.0
US|86|25.0
US|82|10.0
Germany|87|12.0
France|87|30.0
Greece|82|18.0
Portugal|85|22.0
US|93|44.0
Australia|89|13.0
Cyprus|89|20.0
US|84|16.0
US|90|28.0
US|94|40.0
France|87|36.0
France|90|30.0
France|92|
Italy|91|
US|88|10.0
Italy|89|29.0
US|97|42.0
US|84|10.0
Portugal|90|18.0
US|89|20.0
Australia|91|24.0
France|94|187.0
US|85|20.0
Argentina|91|35.0
US|83|24.0
Italy|84|18.0
Germany|87|22.0
US|92|25.0
US|88|28.0
US|90|43.0
France|93|
New Zealand|86|16.0
Italy|91|
US|85|50.0
US|87|18.0
New Zealand|90|20.0
US|90|32.0
US|93|40.0
Italy|86|14.0
US|90|39.0
Germany|88|32.0
US|93|50.0
Portugal|86|15.0
Australia|95|105.0
France|90|108.0
Greece|86|12.0
France|84|15.0
Australia|87|30.0
Portugal|88|15.0
Argentina|85|9.0
US|87|28.0
Australia|86|25.0
Argentina|90|25.0
US|87|48.0
Italy|86|19.0
US|90|28.0
France|95|
Chile|84|15.0
Australia|85|13.0
Italy|88|30.0
Germany|89|19.0
Croatia|87|19.0
Greece|86|17.0
Italy|94|40.0
US|88|18.0
Hungary|89|70.0
US|89|48.0
Italy|84|17.0
France|86|26.0
Argentina|92|43.0
South Africa|86|19.0
Spain|89|48.0
Italy|92|45.0
Italy|85|13.0
Italy|92|50.0
Austria|93|83.0
US|86|17.0
US|86|50.0
Australia|90|40.0
US|86|25.0
Italy|87|14.0
France|92|35.0
US|86|17.0
Australia|86|19.0
US|87|22.0
US|87|50.0
Italy|88|18.0
US|87|30.0
US|85|13.0
Greece|85|14.0
Italy|84|16.0
France|87|22.0
US|83|5.0
Greece|86|80.0
US|88|13.0
Italy|85|19.0
US|84|10.0
US|86|16.0
Italy|86|26.0
France|85|13.0
Italy|92|55.0
Argentina|84|5.0
Italy|92|48.0
US|86|15.0
US|95|85.0
France|85|12.0
Italy|84|
US|87|25.0
Spain|87|15.0
US|85|30.0
France|86|20.0
France|90|
France|90|43.0
US|88|20.0
Germany|88|20.0
Chile|85|7.0
Argentina|84|8.0
New Zealand|90|17.0
Italy|88|24.0
Italy|90|48.0
Australia|84|7.0
France|88|19.0
US|87|18.0
US|91|45.0
Australia|91|35.0
New Zealand|85|16.0
Spain|86|9.0
US|87|58.0
New Zealand|90|
US|86|18.0
Italy|87|60.0
US|88|36.0
France|87|
France|89|40.0
US|85|52.0
US|93|45.0
France|89|
Australia|89|23.0
US|80|12.0
US|84|12.0
US|84|24.0
Spain|90|46.0
US|88|30.0
US|85|15.0
France|91|150.0
US|82|14.0
Spain|86|12.0
Spain|90|35.0
Argentina|91|15.0
Spain|87|41.0
Italy|86|
Moldova|86|9.0
US|88|20.0
US|89|20.0
France|88|23.0
Italy|84|17.0
France|93|
Spain|84|14.0
US|91|22.0
Germany|89|20.0
Italy|90|31.0
US|91|16.0
US|87|24.0
US|87|29.0
Spain|86|8.0
US|84|8.0
Italy|95|85.0
Spain|87|16.0
Portugal|90|
US|90|30.0
Italy|86|12.0
US|93|26.0
US|87|38.0
Italy|92|50.0
US|84|15.0
US|84|70.0
France|84|22.0
Chile|89|19.0
US|85|15.0
Argentina|85|12.0
US|87|20.0
New Zealand|88|20.0
US|86|20.0
US|86|28.0
US|95|40.0
US|86|16.0
US|95|150.0
US|90|16.0
Spain|86|12.0
France|90|
France|89|
US|87|75.0
New Zealand|88|12.0
US|86|9.0
Portugal|91|18.0
Argentina|83|10.0
Spain|83|15.0
Italy|88|25.0
Portugal|86|17.0
US|83|20.0
US|89|60.0
US|86|36.0
Chile|90|235.0
Australia|85|13.0
France|92|62.0
Italy|89|14.0
Austria|90|43.0
US|80|28.0
Italy|87|14.0
France|89|34.0
Spain|86|10.0
South Africa|84|11.0
US|87|25.0
US|86|10.0
Italy|91|
US|89|45.0
US|92|48.0
Australia|84|28.0
South Africa|86|14.0
Austria|91|30.0
Australia|88|33.0
US|91|20.0
Italy|87|69.0
US|88|22.0
France|87|22.0
New Zealand|84|17.0
US|83|22.0
Austria|86|25.0
Spain|84|17.0
France|88|
US|87|15.0
Italy|85|
US|85|50.0
US|85|12.0
France|90|
US|85|38.0
Italy|87|19.0
US|93|46.0
France|90|
Germany|86|
US|85|26.0
US|85|30.0
US|90|125.0
Italy|86|22.0
US|87|25.0
France|88|
Italy|93|95.0
Germany|91|24.0
US|93|79.0
US|85|18.0
US|93|63.0
France|85|
Portugal|88|10.0
Moldova|85|22.0
US|88|49.0
France|90|
US|90|50.0
South Africa|84|13.0
Spain|83|19.0
Austria|94|
US|90|40.0
Portugal|90|16.0
Canada|90|30.0
US|88|32.0
US|85|35.0
US|84|9.0
US|95|53.0
Spain|82|6.0
Australia|91|22.0
US|85|150.0
US|84|27.0
US|92|28.0
France|92|35.0
Italy|85|10.0
France|85|12.0
Austria|90|19.0
New Zealand|90|40.0
Portugal|85|14.0
Argentina|88|15.0
Italy|88|40.0
Argentina|85|12.0
Italy|88|21.0
US|95|85.0
US|81|51.0
Spain|91|34.0
Chile|80|12.0
US|87|20.0
Italy|90|50.0
France|89|
US|83|18.0
US|92|30.0
Argentina|88|10.0
Italy|86|18.0
US|87|24.0
France|88|65.0
US|85|12.0
US|82|24.0
Argentina|80|10.0
Argentina|84|12.0
US|85|42.0
US|86|29.0
Argentina|88|14.0
US|91|30.0
US|89|20.0
Austria|86|
Austria|89|22.0
US|85|11.0
US|90|60.0
Italy|88|60.0
US|88|50.0
US|90|42.0
Spain|92|100.0
US|91|60.0
Italy|90|42.0
US|87|15.0
Italy|92|41.0
France|90|50.0
France|87|13.0
Greece|85|16.0
US|90|28.0
Italy|87|35.0
Spain|86|103.0
France|89|
US|88|19.0
US|84|41.0
Chile|91|75.0
US|89|16.0
US|87|30.0
France|90|54.0
Israel|87|18.0
Italy|91|50.0
US|87|30.0
Australia|88|16.0
Austria|90|
Italy|90|25.0
US|93|42.0
Chile|83|15.0
US|87|28.0
US|93|100.0
US|90|16.0
US|83|46.0
US|85|23.0
France|85|13.0
US|89|40.0
New Zealand|91|27.0
US|86|20.0
US|83|40.0
US|86|17.0
New Zealand|81|
US|87|45.0
Australia|85|40.0
Italy|89|21.0
France|86|26.0
US|92|19.0
South Africa|89|25.0
Argentina|84|15.0
US|90|32.0
US|88|35.0
Italy|93|135.0
US|86|27.0
US|85|32.0
US|89|15.0
Australia|89|16.0
Austria|89|24.0
US|83|75.0
Spain|84|11.0
US|88|16.0
France|85|12.0
US|85|43.0
Greece|88|16.0
France|90|
France|89|30.0
US|87|45.0
US|91|40.0
Argentina|86|12.0
New Zealand|83|24.0
Italy|94|55.0
US|88|37.0
Italy|86|14.0
Italy|89|
Italy|85|16.0
France|87|
Argentina|86|10.0
Austria|90|
France|90|21.0
US|90|42.0
US|88|60.0
Italy|94|117.0
US|91|64.0
US|88|30.0
Slovenia|89|
US|90|55.0
US|91|44.0
Italy|87|
US|87|30.0
US|92|85.0
France|84|
US|82|18.0
Italy|89|22.0
US|88|28.0
US|91|70.0
France|89|21.0
Spain|85|10.0
US|90|30.0
Greece|86|13.0
US|94|70.0
US|90|21.0
France|89|25.0
France|86|17.0
US|94|45.0
Italy|89|15.0
US|92|66.0
South Africa|86|13.0
US|91|35.0
Italy|87|23.0
Italy|85|
Austria|91|32.0
Spain|85|15.0
US|88|50.0
US|86|24.0
France|92|30.0
Italy|88|25.0
Portugal|87|12.0
Italy|86|15.0
Chile|83|12.0
Italy|88|48.0
US|84|10.0
Italy|87|20.0
US|85|24.0
Bulgaria|86|10.0
France|95|200.0
US|86|25.0
Chile|89|19.0
Italy|92|50.0
Australia|89|
Chile|85|15.0
Australia|89|13.0
France|84|12.0
Australia|85|24.0
US|91|24.0
US|91|50.0
Spain|88|16.0
US|88|18.0
Portugal|85|7.0
Spain|87|49.0
New Zealand|91|22.0
Italy|90|25.0
Greece|84|32.0
US|88|39.0
US|91|20.0
Portugal|91|
US|89|34.0
Italy|88|29.0
Italy|90|23.0
Spain|90|35.0
Italy|89|24.0
Italy|91|73.0
Chile|86|15.0
France|92|
France|86|22.0
Australia|85|18.0
Italy|84|
Italy|86|
US|84|24.0
US|85|18.0
New Zealand|91|50.0
Italy|82|12.0
US|90|38.0
Italy|90|29.0
Spain|84|20.0
France|90|60.0
US|93|40.0
France|90|
Spain|83|19.0
Italy|86|16.0
France|89|
Chile|87|14.0
US|92|48.0
Italy|87|28.0
Italy|90|90.0
Germany|91|50.0
France|91|35.0
US|87|32.0
US|91|15.0
US|85|30.0
US|84|29.0
US|86|12.0
Portugal|90|15.0
Austria|88|
Portugal|85|10.0
US|89|35.0
US|86|24.0
New Zealand|88|20.0
South Africa|83|9.0
US|87|18.0
US|84|32.0
Spain|83|10.0
France|93|
Argentina|89|57.0
US|85|14.0
France|95|110.0
Argentina|90|28.0
US|88|15.0
Italy|90|75.0
Australia|88|23.0
South Africa|89|30.0
US|90|75.0
Italy|92|30.0
Italy|87|
Greece|86|14.0
US|90|38.0
France|88|27.0
US|88|36.0
US|91|125.0
US|91|16.0
France|90|45.0
US|91|45.0
Italy|94|70.0
US|91|35.0
Argentina|87|9.0
Italy|87|13.0
US|86|10.0
US|93|40.0
US|81|15.0
New Zealand|85|8.0
New Zealand|86|10.0
Spain|83|10.0
Australia|85|20.0
Argentina|87|11.0
US|87|38.0
Italy|89|
France|90|48.0
Austria|88|16.0
US|89|15.0
France|91|42.0
France|91|17.0
Spain|90|14.0
Argentina|86|20.0
US|89|18.0
US|91|16.0
US|87|20.0
France|87|11.0
Italy|88|
Portugal|84|
US|85|15.0
US|85|36.0
Italy|87|13.0
France|93|
US|87|95.0
US|87|17.0
US|82|15.0
Italy|90|24.0
US|93|30.0
US|90|32.0
Italy|87|38.0
US|82|28.0
US|87|48.0
US|88|25.0
Spain|83|13.0
US|90|32.0
France|86|30.0
Argentina|95|50.0
South Africa|89|15.0
US|88|18.0
France|88|24.0
Spain|90|42.0
US|92|32.0
France|94|
New Zealand|89|24.0
US|88|20.0
France|85|
US|85|14.0
Spain|85|10.0
US|86|21.0
US|93|50.0
US|84|35.0
Portugal|89|25.0
US|87|19.0
Italy|85|12.0
US|92|52.0
Italy|89|60.0
US|91|
US|88|15.0
Chile|90|24.0
US|93|65.0
US|88|20.0
US|90|28.0
US|86|14.0
France|90|
US|93|35.0
France|87|13.0
Spain|89|24.0
France|93|
France|90|65.0
US|84|20.0
Australia|87|17.0
Italy|82|11.0
US|88|28.0
US|90|35.0
France|91|110.0
Italy|87|19.0
US|92|36.0
Australia|93|99.0
Argentina|85|10.0
US|89|20.0
US|92|35.0
Italy|87|
Australia|91|65.0
South Africa|85|14.0
US|87|41.0
US|89|25.0
Chile|81|12.0
US|86|11.0
France|87|14.0
US|93|60.0
US|85|68.0
US|84|14.0
US|90|24.0
Spain|87|15.0
US|90|30.0
US|90|50.0
Argentina|84|13.0
Portugal|89|11.0
US|90|68.0
France|89|39.0
Spain|86|10.0
France|92|
US|87|34.0
Germany|85|8.0
US|89|35.0
Australia|89|14.0
US|93|35.0
US|91|42.0
Australia|87|31.0
US|86|15.0
Italy|87|
US|93|50.0
Spain|88|21.0
US|91|69.0
France|85|16.0
Austria|85|15.0
US|90|24.0
Argentina|81|15.0
France|95|
Spain|85|19.0
Portugal|87|
France|85|17.0
US|88|55.0
France|89|115.0
Italy|88|
Chile|83|10.0
Italy|88|27.0
US|88|75.0
Italy|90|55.0
US|88|20.0
Italy|88|30.0
Spain|88|19.0
Chile|87|10.0
South Africa|93|49.0
US|85|20.0
Austria|91|
France|93|
US|84|28.0
US|87|59.0
New Zealand|87|40.0
US|90|16.0
Italy|87|14.0
Greece|87|25.0
Canada|88|15.0
France|95|
Italy|85|13.0
US|82|12.0
Argentina|88|15.0
Spain|81|13.0
US|84|15.0
US|86|18.0
US|85|19.0
Italy|89|80.0
France|92|
France|86|
Chile|89|25.0
Chile|86|14.0
US|92|50.0
South Africa|86|12.0
Spain|90|35.0
US|91|40.0
Australia|87|11.0
US|87|35.0
US|88|31.0
US|87|45.0
France|94|200.0
US|89|24.0
Argentina|85|17.0
Chile|88|11.0
US|87|
France|93|
Argentina|82|18.0
Argentina|87|20.0
Argentina|89|10.0
US|91|40.0
US|85|30.0
France|87|21.0
US|90|22.0
US|91|36.0
US|90|40.0
France|93|
US|91|60.0
US|84|6.0
US|93|50.0
Italy|88|16.0
Argentina|84|8.0
US|92|25.0
Italy|89|29.0
Italy|91|
US|85|24.0
Spain|84|15.0
South Africa|87|23.0
US|90|32.0
US|88|50.0
US|87|38.0
Portugal|88|
New Zealand|88|33.0
US|88|15.0
US|91|48.0
Italy|90|
Portugal|89|12.0
Italy|88|45.0
US|93|40.0
US|93|30.0
US|84|26.0
US|92|45.0
Austria|90|90.0
New Zealand|85|
US|90|16.0
Italy|90|30.0
France|86|
Germany|84|14.0
US|87|42.0
US|94|60.0
Israel|85|45.0
Argentina|85|11.0
Argentina|86|16.0
Spain|84|16.0
US|90|16.0
France|90|22.0
US|90|35.0
Spain|85|14.0
Argentina|85|20.0
Italy|89|23.0
Chile|84|12.0
France|89|
US|85|80.0
Italy|86|
New Zealand|86|19.0
France|85|22.0
US|93|42.0
France|87|22.0
Chile|88|18.0
US|88|14.0
France|87|23.0
US|90|80.0
US|85|32.0
US|90|20.0
Argentina|87|11.0
US|86|11.0
Austria|90|48.0
Germany|85|10.0
US|88|24.0
US|86|24.0
Spain|84|18.0
US|88|45.0
US|87|22.0
US|86|36.0
US|84|35.0
Chile|82|20.0
France|89|76.0
US|87|12.0
US|87|20.0
US|85|22.0
US|89|25.0
US|91|30.0
Spain|91|22.0
US|87|24.0
Australia|81|8.0
Italy|87|24.0
France|88|18.0
Spain|86|12.0
US|88|40.0
US|89|35.0
US|91|35.0
Portugal|85|10.0
New Zealand|86|29.0
Italy|90|85.0
Italy|86|
US|85|40.0
Greece|87|28.0
US|87|30.0
Argentina|89|20.0
US|86|24.0
Portugal|87|
France|88|18.0
US|88|18.0
Austria|88|33.0
New Zealand|84|20.0
US|86|28.0
Germany|86|10.0
Portugal|92|95.0
US|93|54.0
US|87|15.0
US|88|14.0
US|88|18.0
Spain|86|18.0
US|83|10.0
France|89|20.0
France|89|60.0
Portugal|89|26.0
Australia|82|10.0
Greece|86|12.0
Spain|84|16.0
New Zealand|90|
US|83|20.0
Spain|89|14.0
US|94|90.0
France|86|
Chile|91|40.0
Argentina|84|18.0
US|83|18.0
US|89|20.0
Italy|93|60.0
New Zealand|87|50.0
South Africa|84|24.0
US|91|29.0
Greece|89|23.0
US|92|140.0
South Africa|90|15.0
US|96|85.0
US|90|20.0
Austria|90|22.0
US|86|10.0
Portugal|88|
Italy|92|65.0
Argentina|86|17.0
France|85|26.0
Italy|85|
France|87|
US|80|14.0
US|91|60.0
New Zealand|90|
Italy|91|60.0
US|94|235.0
France|86|19.0
South Africa|88|16.0
Greece|86|16.0
France|84|16.0
Italy|88|
France|89|22.0
US|82|10.0
Italy|91|
US|86|15.0
Chile|86|11.0
US|86|15.0
US|82|33.0
US|91|75.0
Germany|87|26.0
France|87|
US|89|42.0
France|94|128.0
US|84|16.0
Austria|87|19.0
Italy|83|20.0
US|86|25.0
France|88|75.0
Italy|90|18.0
Portugal|84|8.0
Italy|88|28.0
Italy|89|20.0
France|86|50.0
Italy|93|130.0
US|92|45.0
France|84|12.0
Portugal|87|22.0
Argentina|82|18.0
US|92|80.0
Spain|86|17.0
US|89|36.0
France|90|
Portugal|84|8.0
US|90|33.0
Italy|91|25.0
Italy|90|38.0
Italy|94|
US|85|30.0
US|96|32.0
Portugal|87|
France|88|20.0
France|86|19.0
Italy|90|30.0
US|87|28.0
Italy|90|22.0
US|91|49.0
Germany|84|24.0
US|85|20.0
US|82|80.0
US|87|14.0
US|87|16.0
France|92|
New Zealand|91|15.0
Portugal|92|48.0
US|83|24.0
Greece|86|37.0
Spain|84|10.0
Israel|85|70.0
Australia|90|20.0
France|85|24.0
US|84|16.0
France|87|15.0
US|80|40.0
France|86|17.0
US|88|15.0
Austria|87|15.0
US|86|40.0
US|86|38.0
Italy|88|16.0
France|85|15.0
Italy|95|55.0
Austria|84|17.0
